NotaCN,NotaCH,NotaLC,NotaMT,NotaRE,Sexo,EscolaPublica,Cor
485.2,514.2,576.1,470.6,540,M,S,B
376.9,413.9,531.4,395.8,560,F,S,Pr
422.5,427.8,485.1,503.8,420,M,S,Pr
405.4,515.5,496.5,419.1,620,F,S,Pr
500.2,557.4,570.3,670.1,800,F,S,B
493.6,533.8,585.1,457.8,640,F,S,Pa
461.7,432.5,519.3,442.8,460,M,S,Pr
529.8,477.3,530,552.2,500,M,S,Pr
418,418.7,433.7,365.7,500,M,S,Pr
504.3,601.7,580.4,409.4,840,F,S,Pr
434.6,488.3,490.3,447.2,480,F,S,Pa
486.3,375.1,360.9,496.9,660,F,S,B
418.9,408.3,423.2,454.8,320,F,S,Pr
538.6,566.5,586.2,576.6,780,M,N,Pr
492.6,612.5,596.1,445.3,740,M,S,Pr
378.2,513,584.7,561.6,640,F,S,B
533.5,543.4,595,624.3,820,F,S,B
519.9,578.7,573.8,448.6,560,F,S,B
440.7,518.3,530.2,475.2,740,F,S,B
576.5,554.5,518.9,697.8,580,M,S,B
378.9,482.6,481.6,527.4,460,F,S,Pa
528.2,487.1,496.8,449.4,820,F,N,Pa
644.5,669.5,615.2,769.5,740,M,N,B
495.2,569.9,544.3,507.2,640,M,S,Pr
599.1,674,600.6,798.9,700,M,N,B
374.2,519.6,490.4,453.7,800,F,S,B
351,480.9,448.1,402.7,580,F,S,Pr
379.3,452.8,496.5,540.7,280,F,S,B
356.2,480,490.9,493.1,560,F,S,Pr
390.4,326.5,365.8,437.9,580,F,S,Pa
413.6,451.7,527.1,376.2,600,F,S,Pr
453.2,541.3,512.8,559.2,500,M,N,B
490.3,392.3,479.8,421.6,600,M,S,Pr
471.8,586.7,546.8,506.4,520,M,N,B
400.6,402.9,394.2,458.4,480,F,S,B
393.7,466.3,456,506.2,560,F,S,B
505.3,509.5,512.2,409.9,560,F,N,Pr
569.6,573.6,576,716.6,720,M,N,B
364.5,417.4,470.4,389.2,520,F,S,Pa
426.2,377.5,435.7,485.5,660,F,S,B
396.1,479.8,423.9,435.3,240,F,S,A
580.6,622.6,602.3,577.5,900,F,S,Pr
389.7,513.4,516.6,427.4,420,M,S,B
530.4,459.6,498.9,677.3,820,M,N,B
433.1,477,493.4,505.8,760,F,S,Pr
528,540,513.3,407.8,540,F,S,Pr
540.3,518,580.8,645.3,660,F,N,Pr
424,382.8,362.3,449,360,M,S,Pr
432.6,355.5,347.9,369.7,540,F,S,Pr
508.3,559.8,543.1,610.5,680,M,S,Pr
397.2,438.6,438.9,451.1,440,F,S,Pr
376.7,366.7,330.8,500.2,280,F,S,Pr
419.6,459.5,446.9,525.3,220,M,S,Pr
421.5,429.9,520.3,478.7,620,F,S,Pa
506,522.9,528.5,531.9,580,F,S,Pr
721.3,669.3,625.3,841.2,800,M,N,B
536.2,569,584.5,607.5,640,F,S,Pa
475.9,536.8,512.5,431.4,440,F,S,Pr
339.8,489.5,485.4,509.4,520,F,S,Pr
543.6,570.5,590.5,690.4,760,M,N,Pr
571.7,510.6,545.8,647.2,660,M,N,B
419.3,454.6,476.2,435.9,560,F,S,Pr
370.4,441,437.9,488.4,360,M,S,Pr
486,527.6,544.5,505.9,740,F,S,Pr
394.5,398.5,415.3,418.7,380,M,S,Pr
478.8,568.3,579.6,606.2,880,F,S,Pr
409,410.4,410.7,459.9,500,F,N,B
479.8,523.9,531.5,590.2,680,F,S,B
414.1,619.4,552.4,484.2,760,F,S,Pa
430.6,395.5,499.3,396.6,260,F,S,Pa
408.5,414.1,395.7,565.8,460,M,S,Pr
583.3,630.6,647.1,743,900,M,N,B
414.9,538.6,524.7,550.6,840,F,S,B
665.7,600.5,580.8,657.1,740,M,N,B
394.9,477.5,492.9,499.4,520,M,S,Pr
448.9,518.5,531.9,402.9,720,F,S,Pr
406.7,464.7,475,408.9,260,M,S,Pr
434.3,358.6,468.9,380.7,320,F,S,Pr
453.4,491.6,513.5,564.3,560,M,S,Pa
622.6,649.4,628.3,722.4,860,F,N,B
505.7,566.9,549.5,422.6,700,F,N,B
401.4,372,491.2,410.5,400,F,S,Pa
495.7,387.6,468.3,588.7,500,M,S,B
389.9,477.4,515.8,503.4,540,F,S,Pr
395.2,451.5,436.3,554.2,520,F,S,Pa
532.5,565.8,595.6,555.1,720,F,N,B
449.4,611.6,580.9,568.2,680,F,S,B
504.4,578.4,555.7,396.7,560,M,S,Pr
459,428,475.8,461.2,600,M,S,B
505.2,551.8,529.4,614.7,640,M,S,Pr
510,446.5,555,605.1,520,F,S,Pr
477.8,615.1,545.8,692.2,780,M,S,Pr
448.6,535.1,546.6,454.6,640,F,S,Pa
452.3,466.5,532.8,500.4,580,F,S,Pr
383.8,352.3,551.3,428.4,620,F,S,Pr
437.7,522,496.3,482.1,520,F,S,Pr
465.3,564.4,549.3,427.4,580,F,S,B
366.1,469.6,434.2,415.5,620,F,S,Pr
570.8,608,621.7,689.4,880,F,N,B
465.6,438.8,410.8,465.3,420,M,S,B
571.8,626.6,599.6,617.1,800,F,N,B
466.3,517.3,576.5,440.5,720,F,N,B
346.9,428.5,356.5,406.1,220,M,S,Pr
441.6,580,593.6,532.3,600,F,S,Pa
470.2,532.1,545,618.3,540,M,S,Pr
577,597.1,583.7,732.7,780,M,S,B
439,461.6,515.2,449.2,540,M,N,Pr
527.5,606.1,577.2,514,520,M,S,Pr
578.5,654.4,599,610.9,640,F,N,B
351.8,546.2,567.2,567.3,680,M,S,B
393,505.2,530.8,622.2,600,F,S,B
482.7,531.4,514.7,555.5,720,F,S,Pr
539.9,517.6,564.5,601,600,M,S,Pa
481.1,563.1,489,504.7,700,F,S,Pr
382.5,436.1,473.2,452.5,480,M,S,Pr
371.8,519.6,491,482.2,520,F,S,Pr
442,406.6,464.5,365.8,320,F,S,Pr
478.5,398.5,359.2,424.1,400,F,S,Pa
412.5,488.8,507.8,446.3,480,F,S,Pr
452.8,504.5,396.6,362,400,M,S,Pa
408,413.2,493.5,445.1,880,F,S,Pr
425.7,503.6,442.5,421.3,520,F,S,Pr
393.3,444.7,462.9,432.6,440,F,S,Pa
451.5,457.4,562.2,441.2,620,M,S,B
537.4,528,542.6,527.2,580,F,S,Pr
345.3,346.5,466,464.5,580,F,S,Pa
576.6,644.4,608.2,601.7,780,F,N,B
384.2,467.2,464.9,446.7,460,F,S,Pr
414.6,392.4,350.6,379.9,460,F,S,Pr
411.1,459.2,489.5,517,360,F,S,Pr
404.9,393.8,503.6,517.3,500,M,S,B
538.5,556.5,542.3,621.8,640,M,N,Pa
599.1,595,569,605.7,760,F,N,Pa
538.5,567.5,534.6,640.7,640,M,N,B
459.5,354.5,491.5,602.8,540,M,N,Pr
529.7,582.9,571.5,702.9,600,M,S,Pr
526.4,541.3,530.9,513.5,540,F,S,Pa
444.1,491.2,510.3,501.2,500,F,S,A
471.6,455.6,545.7,516.3,560,F,S,B
542.3,582.4,545.8,687.9,740,M,S,B
517.6,482.1,501.6,432.8,740,F,N,Pr
535.3,573.4,525.2,489.2,840,F,S,B
553.4,584.1,555,573.6,600,M,S,B
514.5,578.7,533.5,497,500,M,S,Pr
519.9,610.8,579,667.5,720,F,S,B
523.9,452.5,548.6,418.2,700,F,S,B
505.5,468.5,506.5,544,620,M,N,Pr
583.1,619,634.7,770.5,940,F,N,B
382.9,464,525.9,475.8,880,F,S,Pr
516.5,479.8,566.5,628.9,620,M,S,B
421.7,411.6,513.2,419.6,360,M,S,Pr
409.9,516.3,486.3,494.2,620,F,N,Pa
372.9,367.4,470.7,478.9,280,M,S,Pa
442,512.3,530.4,470.2,720,F,S,B
517.2,531.3,550.8,609.3,540,M,S,B
596.8,611.7,590.3,728.6,860,M,S,B
482.1,484.2,504.5,599.8,760,F,S,B
512.9,537.1,517.7,529.6,560,M,N,Pr
492.3,467.6,529.5,555.6,560,F,S,Pr
453.2,562.8,552.1,618.5,920,F,S,B
481.9,596.2,564,539.9,800,F,N,Pa
451,444.5,355.7,394.7,580,F,S,Pr
501.7,426.7,534.2,467.2,580,M,S,Pr
376.2,381.2,412.3,429.5,580,M,S,Pr
625.2,625.8,599.2,798.5,860,M,N,B
523.8,560.4,574.3,610.3,820,F,S,Pr
394.3,436.8,363.1,431.2,560,F,S,Pr
642.5,591.2,580.2,761.7,920,F,N,B
402.5,437.5,497.2,472.7,680,F,S,Pr
469.8,485.3,551.8,451,540,F,S,Pr
428.8,418.7,484.5,389.1,600,M,S,Pa
543.1,452.8,511.8,624,800,F,S,B
437.7,421.8,349.6,566.4,560,M,S,Pr
383.6,500.4,417.8,447.2,620,F,S,B
420.8,515.2,494.4,435.3,500,F,S,Pr
591.8,606.3,621.3,696.4,840,M,S,B
493.1,421.8,378.2,382.3,460,M,S,Pr
536.6,560.2,573.5,498.2,560,F,S,Pr
436.5,540.2,524.9,512.4,820,M,S,Pr
568.8,573,594,693,740,F,S,Pr
562.8,626.9,584,564.6,800,M,S,Pr
537.4,571.3,536.4,604.9,680,M,S,B
443.4,485.9,474.7,449.7,320,F,S,B
474.3,465.6,497,473.1,640,F,S,B
505.8,404.6,403.2,482.3,840,M,S,Pr
469.3,469.9,539.3,442.1,620,M,S,B
562.7,556.2,518.5,625.1,760,M,S,B
578.8,593.9,588.8,636.5,800,F,N,B
619.3,659.5,635.5,742,960,F,N,A
512.4,511.9,599.1,477.9,600,M,N,B
453.2,375.5,325.6,599.6,420,M,S,B
517.3,539.8,549.6,569,760,M,N,B
622.1,590.6,593.5,643.2,820,F,N,B
478.4,558.3,547.6,544.5,840,F,S,B
554.4,570.6,598.2,642.9,600,M,S,B
563.8,588.3,529.4,740.1,720,M,S,Pr
524,588.5,536.9,458.8,780,F,S,Pa
427.6,467.5,485.7,398.6,480,F,S,A
503,535.9,568.9,572.7,740,M,S,Pa
408.6,394.3,536.4,469.7,420,M,S,Pa
450.9,361.2,456.5,582.4,600,M,N,Pr
429.3,392.8,338.6,437.8,420,M,S,Pa
360.8,411.6,411.5,549,540,M,S,Pr
420.3,504.4,553.3,471.8,640,F,N,Pa
503.8,542.9,568.9,497.5,780,F,S,B
477.9,466.2,441.7,519.2,460,M,S,Pr
374.3,354.8,486.1,458.4,680,F,S,Pr
514.7,558.1,525.9,364.2,580,M,S,Pr
496.4,555.3,564.2,500.5,600,F,S,B
483.5,558.6,605.4,555.1,560,M,S,Pr
345,409.6,458.6,396.6,340,F,S,Pa
381.7,384.5,469.3,457.1,320,F,S,Pr
405.4,374.9,336.4,413.8,620,M,S,Pr
481.1,533.8,554.2,649.4,700,F,S,B
565.3,599.8,603.8,703.7,620,M,S,B
562.5,603.9,549.3,609.2,560,M,S,Pr
405.5,438.6,544,408.5,540,F,S,B
361.1,390.1,421.9,448.6,520,M,S,Pr
375.6,478.2,525.8,448,520,F,S,Pr
450.3,443,500.6,479.5,560,M,S,B
428.5,431.2,511.5,455,520,F,N,B
374,474.8,509,520.1,320,F,S,B
430.1,448.6,504.9,494.1,360,F,N,B
421.2,452.5,407.9,467.3,360,F,S,Pr
534.9,568.4,584.6,717.1,940,M,N,B
474,401.2,518,467.8,620,F,S,B
587.8,583.6,608.2,731.7,780,M,N,B
669.8,727.4,663.6,825.2,940,F,N,B
576.4,562.2,450.1,750.2,540,M,S,Pr
398.2,398.9,479.8,386.3,600,M,S,Pr
382.7,370.8,483.7,412.6,640,F,S,B
449.5,458.7,368.5,451.7,680,F,S,Pr
426.1,531.6,517,498.6,660,F,S,Pr
429.8,332.5,393.1,423.5,480,F,S,Pr
587.5,561.9,578.3,619.2,620,M,S,B
498.4,563.7,580.2,532.3,620,F,S,B
584.2,608.1,577.5,659.2,820,F,S,B
452.6,512.7,474,540.9,660,F,N,Pa
588.3,657.1,620.8,711.4,620,M,N,B
375,482.8,451.2,504.1,620,M,S,Pr
482.4,583.6,520.7,532,780,F,S,Pa
589.3,642.8,622.7,731.4,660,M,N,B
493.9,515.1,541.6,457,480,M,S,B
493.9,545.7,549.4,571.2,680,F,S,B
346,393.5,443.6,468.1,360,F,S,Pr
445.8,518.6,512.5,428.5,660,F,N,Pr
505.5,428.6,504,497.4,520,F,S,Pr
505.9,520.6,520.9,379.6,340,F,S,Pr
535.4,587.3,607.9,721,760,F,S,B
492.8,504.9,473.7,460.4,440,F,S,Pr
469,510.7,561.9,658.2,520,F,S,B
381.1,489.3,505.4,428.4,580,F,S,B
370.9,444.6,386.7,451,240,M,S,Pr
507.5,597.7,578.8,586.3,800,F,N,Pr
414.2,544.3,396.9,497.2,520,M,S,Pr
584.4,585.1,575.9,661.1,740,M,N,B
377.7,458.4,453.4,479.3,580,F,S,Pr
481.4,389.3,369.8,526.8,860,M,S,Pr
501.9,535.6,524.4,586.6,700,F,S,Pa
545,587,586.7,485.2,800,F,S,Pr
429,442.6,520.1,419.5,520,F,S,Pr
382.1,470.1,472.4,432.9,500,F,S,B
434.7,489,501.3,460.4,380,F,S,B
345.1,434.4,360.2,443.7,460,F,S,B
604,581.3,641.9,607,760,F,S,Pa
433.5,503.3,496,534.7,580,F,N,Pr
434,441.2,458.1,417.7,540,F,N,Pr
374.9,575.1,568.3,457.3,680,F,S,Pr
593.8,630.1,613.4,650,780,F,S,Pr
459.7,503.5,530.6,433.9,560,M,S,Pa
409.4,433.3,483.8,414.7,760,F,S,B
517.2,563,579.2,565,660,F,N,Pr
452.7,566.6,588.4,583.8,600,F,S,B
450.5,456.9,449.3,545,600,M,S,Pr
575.1,622.2,599,526.4,640,M,S,B
433.4,415.4,483,420.5,720,F,S,Pr
595.4,590.9,626.2,717,860,F,N,B
460.2,352,419.6,534,280,M,S,Pr
393.7,441.1,460.5,360.3,360,M,S,Pr
462.5,424.7,411.2,408.7,560,M,S,Pr
537.7,596.4,573.6,713.5,660,M,S,B
343.6,397.6,484.6,499.2,400,F,S,Pa
351.8,386.6,449.1,415.6,660,M,S,Pa
468.8,507.3,470.5,440.3,480,F,S,Pr
406.8,363.7,446.2,451.6,460,F,S,Pr
563,633.2,588.5,642.1,680,F,S,Pr
382.3,441.5,490,420.7,600,F,S,B
609.3,596.5,582.3,688.2,600,F,S,Pr
427.1,460.3,483.7,389.2,740,F,N,B
389.7,508.8,463.1,532.2,660,F,S,Pr
535.1,564.1,549,520.4,580,F,N,Pr
684.4,657.9,617.8,802,820,F,N,Pr
469.2,561.2,562,501.4,560,F,S,B
456.9,567.5,523.4,511.6,560,M,S,Pr
500.1,518.6,504.2,705.7,680,M,N,B
430,513.5,512.4,560.6,640,F,S,Pr
464.4,472.6,490.3,416.2,480,F,S,Pr
458.3,481.7,484.9,411.1,440,F,S,B
409.2,464.1,398.2,455.5,580,F,S,Pa
467.7,554.4,563.1,523.6,600,F,S,Pa
339.3,426.6,416.4,379.9,340,F,S,Pr
383.7,406.9,373.9,456.6,440,F,S,Pr
356.9,538.4,486.8,481.7,700,M,S,Pa
424.7,573.8,524,395.6,640,M,S,Pr
551.9,511.8,500.4,553.5,700,F,S,Pr
566.1,511.8,571.1,516.3,720,F,S,B
492.7,565.4,511.8,614.3,860,F,S,B
339.3,545.5,491.9,391.8,520,F,S,Pr
528.8,585.5,577,502.6,620,M,S,Pr
449.3,426.8,507.2,479.1,520,F,S,B
508,570.6,543.7,624.7,560,M,S,Pr
533.8,565,584.6,615.9,700,F,S,B
390.4,337.1,404.1,462.3,360,F,S,Pr
464.6,562.7,516,572.5,480,M,S,B
375.7,430,425.7,538.7,300,M,S,Pa
592.3,667.9,633.8,675.4,800,M,N,B
390.4,494.7,518.4,559.6,480,F,S,B
641.2,612.5,577.3,724.9,980,M,N,B
522.1,577.5,594.9,670.3,680,F,N,B
424.3,433.4,543.8,459.1,560,M,S,Pa
619.2,629.9,576.2,649.7,740,M,S,Pr
460.1,442.5,418.7,481.9,560,F,S,Pr
487.2,520.3,570.2,465.1,660,F,S,B
485.9,547.4,578.3,730.6,780,M,N,Pr
566.1,645.6,626,676.6,600,M,S,B
374.9,379.2,424.8,454.3,480,M,S,Pr
414.1,464.4,487.7,431.1,500,M,S,A
351.7,352.1,474.3,460.6,380,F,S,Pa
535.8,535.5,547.5,713.2,680,M,S,Pr
346.7,543.7,521.8,601.5,620,F,S,B
431.5,431.2,507.9,451.3,700,M,S,Pr
547.4,640.7,621.7,624.1,720,F,S,B
461.2,555.9,554.5,487.8,780,F,S,Pr
506.1,540.4,559.9,616.1,680,M,N,B
406.4,462.3,477.3,529.3,600,F,S,Pr
482.4,454.1,502.6,402.3,680,F,N,Pr
510.1,568.7,524.7,475.7,680,F,S,Pr
337.8,386.6,434,465,560,F,S,Pr
521,607.4,522.7,630.1,600,F,S,Pr
594.7,631.8,621.3,681.5,580,M,N,B
463,572.2,580.1,626.9,920,F,S,Pr
413.4,475.6,502.1,625.5,760,M,S,Pr
506.9,580.8,561,631.9,740,F,S,B
557.8,540.6,544.8,580.7,780,F,S,B
540.1,592.2,565.3,647.8,840,F,S,Pr
474.9,530.4,544.4,435.8,380,M,S,Pr
580.6,528.7,580.9,543,600,M,N,Pa
435.1,434.7,553.6,402,420,M,S,B
504,568,572.2,528.9,640,F,S,B
516,359.9,503.6,450,580,F,S,Pr
647.2,629.4,595.2,717.3,960,M,N,B
419.1,432.2,484,511.1,280,F,S,Pr
577.8,689.3,623.5,690.1,800,F,N,B
510.9,566.3,522.9,522.6,640,F,S,B
405.7,523.2,516,477.1,260,F,S,B
572.6,624.1,576.7,692.6,760,M,N,Pr
479.6,561.4,460.8,590.1,260,M,S,B
578.9,541.1,562.8,559.1,480,M,S,Pr
551.3,590.7,535.6,593.8,540,M,S,Pa
482.3,541.9,541.6,643,900,F,S,Pr
504.7,527.2,544.1,557,600,M,N,B
452.5,473.7,451.2,418.2,620,F,N,Pa
489.8,531.9,523.6,510.4,500,M,S,B
496,537.9,542.5,595.8,540,M,S,Pa
567,590.3,594.4,653.9,640,M,S,Pr
472.7,488.3,484.3,379.3,840,F,S,B
419,502.7,513.8,405.5,480,M,S,B
536.1,578.6,547.9,614.5,680,M,N,B
525.2,527,573.5,579.3,700,M,S,Pr
372.5,458.5,471.2,388.7,440,F,S,Pr
601.8,624,618.5,800.3,840,M,S,Pr
560.7,590.4,595,667.3,880,F,S,Pa
530.7,487.6,438.2,521.8,440,M,S,Pa
442.9,501.6,540.5,478.7,500,M,S,B
566.1,581,567.3,480.9,680,M,S,Pr
411.2,561,540.1,526.5,640,F,S,B
547.9,534,511.2,412.3,720,F,S,B
489,560.9,569.8,546.9,580,F,S,B
550,572.2,567.7,686.4,800,M,N,Pr
524.6,511.3,507.4,663.9,580,F,N,Pr
448.8,446.7,521.5,526,480,F,S,B
404.4,438.9,542.6,483.6,700,M,S,Pr
534.2,522.8,522.2,509.7,540,F,N,Pr
384.1,530.8,445.9,381.7,540,F,S,Pr
569.2,587.2,561.4,420.7,700,F,S,Pr
405.4,481.6,424.7,445.9,320,M,S,Pr
444.4,583.1,539.3,646.9,640,M,S,Pa
526.2,603.9,625.8,671,820,M,N,B
454.2,451.7,503.6,459.8,520,F,S,B
637.7,620.8,570.8,684.5,660,M,N,B
454.6,404.2,510.1,457.6,520,F,S,B
387.7,474.1,498.5,495.8,460,M,S,Pr
406.5,462.8,491.9,463,480,M,S,Pa
356.1,443.3,492.9,457.1,480,F,S,B
563.5,651.6,601.6,691.1,600,F,N,B
411.5,476.4,477.8,468.3,500,M,S,Pa
530.9,599.2,550.1,612.1,320,M,S,Pr
438,379.1,440.1,407.6,300,M,S,Pa
477.2,528.7,530.2,469.8,580,F,N,B
349.6,431.8,402.4,454.2,500,F,S,B
447.1,322.8,425.2,423.8,400,M,S,Pa
541.1,567.3,605.6,452.3,540,F,S,B
485.1,559.7,598.7,509.2,320,F,S,B
399.9,437.2,535.6,479.8,540,F,S,Pr
477.7,510.8,534.9,448.5,540,F,S,A
402.3,424.2,392.7,511.7,600,F,S,Pr
413.5,471.1,402.8,394.6,340,F,S,B
443.8,533.4,536.3,481.7,680,F,S,B
432.9,437,427.5,401.5,500,F,S,B
378.5,539.5,521.3,436,340,M,S,Pr
480.6,479.7,375.2,359.9,380,F,S,Pa
433.9,441,516.4,597.5,640,F,S,A
343.5,456.8,507.3,542.1,360,M,S,Pr
398.7,431.6,491.5,589.5,460,M,S,B
546.9,574.9,605.1,611.7,880,F,S,Pa
594,513.1,550.8,625.8,600,M,S,B
488.2,494.4,509.3,431.3,740,F,S,Pr
476.9,380.9,448.2,451.1,340,F,S,Pr
543.4,618.8,507.4,692.3,720,M,N,B
594.2,653.2,573.4,790.6,600,M,N,Pr
464.5,362.2,398.3,434.9,600,F,S,Pr
530.8,553.9,567,634.5,840,F,S,Pr
556.4,546.1,553.8,548.1,660,F,S,Pr
426.6,424.6,422.6,526.7,320,F,S,Pr
543.6,631.2,589.1,654.1,760,M,S,Pr
422.7,374.5,386.3,388.1,240,F,S,Pr
470.8,378.4,517.3,390,420,M,S,Pr
489.6,531.3,514.4,653.2,740,M,S,Pr
548.8,564.8,520,467.5,740,F,N,B
452,511.5,556.4,645.9,580,M,S,Pa
452.8,583.3,567.8,684.4,800,F,S,B
434.6,524.9,548.6,433.9,620,F,S,Pr
579,650.6,631.9,792,660,M,N,B
609.4,612.6,596.3,588.9,840,M,S,B
615,544.5,568.1,763,820,M,N,Pr
603.8,697.4,619.4,786,900,M,S,Pr
458.9,510.9,470,475.6,760,M,S,Pr
488.6,443,545.6,450.2,620,F,S,B
358.7,375.1,348.6,575.8,280,M,N,B
390.9,380.2,434.9,428,640,F,S,B
476.9,442.7,476.7,413.9,360,F,S,B
439.1,575.6,543.2,404.4,500,M,S,B
569.2,554.8,559.9,459.1,640,F,S,B
657.4,612.2,590.1,731.1,960,F,N,B
431.6,508,505.1,396.9,620,M,S,Pr
487.8,587.3,521,561.2,600,F,S,Pr
393.6,403,489.9,460.8,320,F,S,B
455.3,434.6,467.3,370.9,400,F,S,B
407,463.1,537.7,491.8,560,F,S,Pr
469.7,531.1,450.4,530.9,500,M,N,B
356.7,443.5,499,447.3,560,F,S,Pr
349.3,427.2,477.9,369.5,540,M,S,Pr
530.8,667.4,596,643,640,M,S,Pr
479.8,525.9,531,370.2,660,F,S,B
448.2,578.8,533.3,642.3,460,F,S,Pr
547.5,547,547.5,613.2,780,F,N,Pr
455.7,567.8,568,512.2,600,F,S,Pr
371,425.6,521.1,501.9,860,F,S,Pa
385.6,437.2,353.8,548.7,540,F,S,Pr
430.6,475.1,501.8,649.1,520,F,S,B
517.4,628.8,571.3,730.2,660,F,N,B
498.6,491.9,506.4,493.5,460,M,S,Pr
402.8,478.6,503.8,402.2,580,F,S,Pr
338.5,419.7,458.6,432.5,640,F,S,Pa
430,554.9,483.8,427.3,560,M,S,B
534.9,452.6,504.7,419.3,520,F,S,B
466.9,476.1,515.2,515.1,520,F,S,B
557.8,502.3,511.1,620.9,660,M,S,B
488.6,514.9,512.8,408.1,680,M,S,B
539.9,578.6,586.4,387.4,780,F,S,A
592.4,588.3,547.9,670,560,M,S,B
445.6,478.3,445,502.2,480,M,S,Pa
546.4,588.1,569.1,653.4,560,F,S,B
517.5,577,603.5,651.3,580,F,S,Pa
442.4,377.8,469.8,549.9,360,F,S,Pr
434,384.5,512.8,470,300,M,S,B
335.1,514.6,370.3,480.1,700,F,N,A
522.4,504.3,495.3,404.3,480,F,S,B
440.6,419.1,547.1,591.2,500,F,S,B
397.5,471.9,492.9,564.4,540,M,S,B
408.1,416.1,480.9,481.9,340,F,S,Pr
495.6,543.4,547.2,506.5,620,F,N,Pr
415.6,530.3,521.8,422.2,640,F,S,Pa
408.1,423.8,478.8,398.3,500,M,S,B
380.9,396.1,458.7,406.1,300,F,S,Pr
535.1,472.6,530.4,531.8,520,F,S,B
438.1,383.1,403.6,437.4,440,M,S,Pr
511.3,517,573.5,603.3,840,M,S,B
352.2,423.1,403.1,395.2,400,M,S,Pr
536.5,593.6,603.5,538.5,680,F,S,B
399,573.7,537.8,434.2,600,F,S,Pr
421.3,459.7,456.3,496.8,200,M,S,Pr
512.8,593.4,545.6,614,700,M,S,Pr
619.8,588.5,628.7,747.6,640,M,N,B
513,546.3,560.7,482,640,F,S,Pa
434.3,405.2,360.1,428.3,600,F,S,B
532.3,526.3,538.6,635.7,540,M,N,Pr
610.8,573.1,583.2,670.3,820,F,N,B
383.9,457.8,451.2,410.3,560,F,S,Pr
548.1,556.3,576.7,617,620,M,S,Pr
424.9,503.7,560.6,393.5,560,F,S,B
434.4,461.7,531.3,450.4,800,F,S,B
481.4,505.3,502.2,365.8,320,F,S,Pr
384.6,374.2,412.8,445,400,M,S,Pr
585.4,598.7,590,581,620,M,S,Pr
414.2,428.5,473.3,380,620,M,S,Pr
432.8,586.4,559.9,650.1,680,F,S,B
517.4,495.2,530.2,673.1,600,M,S,Pr
490.4,405.7,523.3,453.2,780,F,N,B
366.9,481.9,413.1,510.7,560,M,S,Pr
477,485.5,586,528.4,620,F,S,Pr
436.3,528,515.6,514.7,560,F,S,B
434.6,472.4,457.7,470.7,280,M,S,Pr
387.6,399.9,442.3,494.3,540,M,S,Pr
504.1,517,520.3,502.9,880,M,S,Pr
572.8,441.6,511,562.4,540,M,S,B
531.2,554.2,542.1,542.1,520,M,N,Pr
425.4,388.6,440.6,469.2,320,M,S,Pr
541.9,441.4,536.7,620.3,620,M,S,B
475.6,541.3,563.5,639.2,500,M,S,Pr
476.5,553.7,494.8,576.8,620,M,S,Pr
434.6,535.3,446.1,475.3,680,F,S,Pr
358.8,422.1,447.1,364.7,440,F,S,Pr
349.6,360.7,345.7,515.7,480,F,S,Pr
478.3,602.7,542.7,362.6,640,F,S,Pr
429,526.9,525.4,497,520,M,S,Pa
465.7,514.5,541,473.9,660,F,S,Pr
365,461.2,500.6,401.5,320,M,S,B
431.9,559.5,516.1,585.1,740,F,S,Pr
431.9,454.5,373.3,407.8,560,M,S,Pr
558.6,606.7,555,634.6,820,F,S,B
421.5,562.7,513,378.5,600,M,S,B
497.9,544.9,549.4,581.1,680,F,S,Pr
413.9,357.7,523.6,584.2,400,M,S,B
466.1,542.2,569.3,670.8,660,M,S,Pr
467.3,533.4,604.3,605.3,760,M,S,Pa
424,441.9,430.6,511.5,440,F,S,Pa
399.3,533.6,529.1,501.3,600,F,S,Pr
586.1,495,545.3,505.1,820,M,S,Pr
473.9,540.9,524.8,386.4,540,F,S,A
519.7,552.1,565.2,548.7,660,M,S,B
492.8,573.2,564.5,477.9,580,M,S,Pr
485.3,378.9,486.4,474.1,740,F,N,B
423.9,427.7,381.3,370,520,F,S,A
476.6,531.5,578.1,564.3,680,F,S,B
459.8,516.2,543.5,584.5,500,F,S,Pr
418.3,478.2,501.6,516.8,500,F,S,B
564.6,627.2,592,751.7,960,F,S,Pr
432.1,479.8,405,443.5,480,F,S,Pr
570.9,539.9,561.5,534.7,640,M,S,Pr
447.2,472.4,537.1,495.4,760,F,S,Pr
438.9,413.3,392.5,436.3,500,M,S,Pa
411.7,566.4,593,522.3,500,M,S,Pr
338.9,457.2,480.7,504.5,580,F,S,Pr
453.4,473.8,517,590.1,520,M,S,Pa
490.4,577.1,556.4,557,480,F,S,Pr
499.4,544.6,577.7,479.9,600,F,S,Pr
493.9,552.7,600.9,525.3,520,F,S,B
684.6,654.7,653.6,826.1,920,F,N,B
396.9,492.9,479.2,495.1,500,M,S,Pa
389.1,554.6,499.7,428.1,580,F,S,Pr
424.3,450.3,442.3,416.5,240,M,S,Pr
589.4,642,594.9,732.9,740,M,N,B
557.4,604.3,606.5,640.9,840,F,S,B
525.2,607.2,572.7,369.3,800,F,S,B
460.3,399,499.2,483.9,560,F,S,Pr
560.4,591.5,572.6,656.4,780,M,S,B
456.3,510.5,505.6,590.6,580,M,S,B
521.2,405.8,457.4,555.7,520,F,S,Pr
523.4,599.4,613.2,743.3,620,F,S,Pr
